,ori,data_year,offense,state_abbr,cleared,actual
83,NM0010000,2012,aggravated-assault,NM,446,621
84,NM0010000,2013,aggravated-assault,NM,388,519
85,NM0010000,2014,aggravated-assault,NM,267,467
86,NM0010000,2015,aggravated-assault,NM,330,569
87,NM0010000,2016,aggravated-assault,NM,340,580
88,NM0010100,2009,aggravated-assault,NM,1307,2597
89,NM0010100,2010,aggravated-assault,NM,1801,2971
90,NM0010100,2011,aggravated-assault,NM,1712,2910
91,NM0010100,2012,aggravated-assault,NM,1495,2740
92,NM0010100,2013,aggravated-assault,NM,1555,2803
93,NM0010100,2014,aggravated-assault,NM,1683,3121
94,NM0010100,2015,aggravated-assault,NM,1681,3273
95,NM0010100,2016,aggravated-assault,NM,1851,3846
96,NM0010200,2009,aggravated-assault,NM,3,11
97,NM0010200,2010,aggravated-assault,NM,4,18
98,NM0010200,2011,aggravated-assault,NM,8,30
99,NM0010200,2012,aggravated-assault,NM,0,38
100,NY0010000,2009,aggravated-assault,NY,21,22
101,NY0010000,2010,aggravated-assault,NY,10,10
102,NY0010000,2011,aggravated-assault,NY,8,9
103,NY0010000,2012,aggravated-assault,NY,2,4
104,NY0010000,2013,aggravated-assault,NY,5,5
105,NY0010000,2014,aggravated-assault,NY,7,8
106,NY0010000,2015,aggravated-assault,NY,12,12
107,NY0010000,2016,aggravated-assault,NY,9,12
108,NY0010100,2009,aggravated-assault,NY,272,622
109,NY0010100,2010,aggravated-assault,NY,279,621
110,NY0010100,2011,aggravated-assault,NY,286,582
111,NY0010100,2012,aggravated-assault,NY,229,506
112,NY0010100,2013,aggravated-assault,NY,250,526
113,NY0010100,2014,aggravated-assault,NY,244,497
114,NY0010100,2015,aggravated-assault,NY,254,505
115,NY0010100,2016,aggravated-assault,NY,286,541
116,NY0010200,2009,aggravated-assault,NY,26,35
117,NY0010200,2010,aggravated-assault,NY,25,28
118,NY0010200,2011,aggravated-assault,NY,15,22
119,NY0010200,2012,aggravated-assault,NY,26,31
120,NC0010000,2009,aggravated-assault,NC,103,114
121,NC0010000,2010,aggravated-assault,NC,69,92
122,NC0010000,2011,aggravated-assault,NC,70,86
123,NC0010000,2012,aggravated-assault,NC,81,100
124,NC0010000,2013,aggravated-assault,NC,73,83
125,NC0010000,2014,aggravated-assault,NC,69,105
126,NC0010000,2015,aggravated-assault,NC,85,99
127,NC0010000,2016,aggravated-assault,NC,68,80
128,NC0010100,2009,aggravated-assault,NC,191,259
129,NC0010100,2010,aggravated-assault,NC,203,312
130,NC0010100,2011,aggravated-assault,NC,198,285
131,NC0010100,2012,aggravated-assault,NC,216,282
132,NC0010100,2013,aggravated-assault,NC,196,246
133,NC0010100,2014,aggravated-assault,NC,170,241
134,NC0010100,2015,aggravated-assault,NC,169,276
135,NC0010100,2016,aggravated-assault,NC,175,300
136,NC0010200,2009,aggravated-assault,NC,3,4
137,NC0010200,2010,aggravated-assault,NC,15,16
138,NC0010200,2011,aggravated-assault,NC,11,11
139,NC0010200,2012,aggravated-assault,NC,2,3
140,ND0010000,2009,aggravated-assault,ND,1,2
141,ND0010000,2010,aggravated-assault,ND,0,1
142,ND0010000,2011,aggravated-assault,ND,0,0
143,ND0010000,2012,aggravated-assault,ND,0,0
144,ND0010000,2013,aggravated-assault,ND,1,1
145,ND0010000,2014,aggravated-assault,ND,0,2
146,ND0010000,2015,aggravated-assault,ND,0,1
147,ND0010000,2016,aggravated-assault,ND,1,1
148,ND0020000,2009,aggravated-assault,ND,1,2
149,ND0020000,2010,aggravated-assault,ND,0,0
150,ND0020000,2011,aggravated-assault,ND,0,1
151,ND0020000,2012,aggravated-assault,ND,0,0
152,ND0020000,2013,aggravated-assault,ND,0,1
153,ND0020000,2014,aggravated-assault,ND,4,5
154,ND0020000,2015,aggravated-assault,ND,0,0
155,ND0020000,2016,aggravated-assault,ND,0,0
156,ND0020100,2009,aggravated-assault,ND,2,3
157,ND0020100,2010,aggravated-assault,ND,1,3
158,ND0020100,2011,aggravated-assault,ND,0,0
159,ND0020100,2012,aggravated-assault,ND,4,9
160,OH0010000,2009,aggravated-assault,OH,0,2
161,OH0010000,2010,aggravated-assault,OH,1,1
162,OH0010000,2011,aggravated-assault,OH,0,0
163,OH0010000,2012,aggravated-assault,OH,7,10
164,OH0010000,2013,aggravated-assault,OH,5,8
165,OH0010000,2014,aggravated-assault,OH,5,10
166,OH0010000,2015,aggravated-assault,OH,1,7
167,OH0010000,2016,aggravated-assault,OH,1,3
168,OH0010200,2009,aggravated-assault,OH,0,0
169,OH0010200,2010,aggravated-assault,OH,0,0
170,OH0010200,2011,aggravated-assault,OH,0,2
171,OH0010200,2012,aggravated-assault,OH,1,1
172,OH0010200,2013,aggravated-assault,OH,0,1
173,OH0010200,2014,aggravated-assault,OH,0,0
174,OH0010200,2015,aggravated-assault,OH,0,0
175,OH0010200,2016,aggravated-assault,OH,0,2
176,OH0010300,2009,aggravated-assault,OH,1,7
177,OH0010300,2010,aggravated-assault,OH,1,2
178,OH0010300,2011,aggravated-assault,OH,0,0
179,OH0010300,2012,aggravated-assault,OH,0,0
180,OK0010000,2009,aggravated-assault,OK,35,40
181,OK0010000,2010,aggravated-assault,OK,35,63
182,OK0010000,2011,aggravated-assault,OK,14,64
183,OK0010000,2012,aggravated-assault,OK,8,48
184,OK0010000,2013,aggravated-assault,OK,18,42
185,OK0010000,2014,aggravated-assault,OK,24,61
186,OK0010000,2015,aggravated-assault,OK,22,81
187,OK0010000,2016,aggravated-assault,OK,25,89
188,OK0010100,2009,aggravated-assault,OK,4,4
189,OK0010100,2010,aggravated-assault,OK,1,4
190,OK0010100,2011,aggravated-assault,OK,0,1
191,OK0010100,2012,aggravated-assault,OK,1,8
192,OK0010100,2013,aggravated-assault,OK,5,9
193,OK0010100,2014,aggravated-assault,OK,9,12
194,OK0010100,2015,aggravated-assault,OK,6,16
195,OK0010100,2016,aggravated-assault,OK,4,9
196,OK0010200,2009,aggravated-assault,OK,8,9
197,OK0010200,2010,aggravated-assault,OK,5,6
198,OK0010200,2011,aggravated-assault,OK,5,10
199,OK0010200,2012,aggravated-assault,OK,3,4
200,NB0010000,2009,burglary,NE,1,35
201,NB0010000,2010,burglary,NE,0,35
202,NB0010000,2011,burglary,NE,1,49
203,NB0010000,2012,burglary,NE,0,47
204,NB0010000,2013,burglary,NE,2,40
205,NB0010000,2014,burglary,NE,0,23
206,NB0010000,2015,burglary,NE,1,25
207,NB0010000,2016,burglary,NE,3,29
208,NB0010100,2009,burglary,NE,12,97
209,NB0010100,2010,burglary,NE,9,81
210,NB0010100,2011,burglary,NE,11,108
211,NB0010100,2012,burglary,NE,12,149
212,NB0010100,2013,burglary,NE,8,198
213,NB0010100,2014,burglary,NE,18,169
214,NB0010100,2015,burglary,NE,19,123
215,NB0010100,2016,burglary,NE,8,166
216,NB0020000,2009,burglary,NE,0,5
217,NB0020000,2010,burglary,NE,0,2
218,NB0020000,2011,burglary,NE,0,4
219,NB0020000,2012,burglary,NE,1,4
220,NV0010000,2009,burglary,NV,22,46
221,NV0010000,2010,burglary,NV,22,88
222,NV0010000,2011,burglary,NV,24,90
223,NV0010000,2012,burglary,NV,21,93
224,NV0010000,2013,burglary,NV,23,91
225,NV0010000,2014,burglary,NV,32,104
226,NV0010000,2015,burglary,NV,17,72
227,NV0010000,2016,burglary,NV,17,63
228,NV0010100,2009,burglary,NV,18,64
229,NV0010100,2010,burglary,NV,7,54
230,NV0010100,2011,burglary,NV,18,53
231,NV0010100,2012,burglary,NV,21,60
232,NV0010100,2013,burglary,NV,19,63
233,NV0010100,2014,burglary,NV,38,107
234,NV0010100,2015,burglary,NV,24,39
235,NV0010100,2016,burglary,NV,14,13
236,NV0020100,2009,burglary,NV,923,13512
237,NV0020100,2010,burglary,NV,842,13824
238,NV0020100,2011,burglary,NV,845,12662
239,NV0020100,2012,burglary,NV,960,14220
240,NH0010000,2009,burglary,NH,0,0
241,NH0010000,2010,burglary,NH,0,0
242,NH0010000,2011,burglary,NH,0,0
243,NH0010000,2012,burglary,NH,0,0
244,NH0010000,2013,burglary,NH,0,0
245,NH0010000,2014,burglary,NH,0,0
246,NH0010000,2015,burglary,NH,0,0
247,NH0010000,2016,burglary,NH,0,0
248,NH001010X,2009,burglary,NH,0,0
249,NH001010X,2010,burglary,NH,0,0
250,NH001010X,2011,burglary,NH,0,0
251,NH001010X,2012,burglary,NH,0,0
252,NH001010X,2013,burglary,NH,0,0
253,NH001010X,2014,burglary,NH,0,0
254,NH001010X,2015,burglary,NH,0,0
255,NH001010X,2016,burglary,NH,0,0
256,NH0010200,2009,burglary,NH,2,27
257,NH0010200,2010,burglary,NH,1,26
258,NH0010200,2011,burglary,NH,1,55
259,NH0010200,2012,burglary,NH,1,24
260,NJ0010000,2009,burglary,NJ,0,0
261,NJ0010000,2010,burglary,NJ,0,0
262,NJ0010000,2011,burglary,NJ,0,0
263,NJ0010000,2012,burglary,NJ,0,0
264,NJ0010000,2013,burglary,NJ,0,0
265,NJ0010000,2014,burglary,NJ,0,0
266,NJ0010000,2015,burglary,NJ,0,0
267,NJ0010000,2016,burglary,NJ,0,0
268,NJ0010100,2009,burglary,NJ,6,64
269,NJ0010100,2010,burglary,NJ,5,50
270,NJ0010100,2011,burglary,NJ,3,54
271,NJ0010100,2012,burglary,NJ,4,70
272,NJ0010100,2013,burglary,NJ,16,91
273,NJ0010100,2014,burglary,NJ,12,78
274,NJ0010100,2015,burglary,NJ,4,23
275,NJ0010100,2016,burglary,NJ,10,33
276,NJ0010200,2009,burglary,NJ,33,379
277,NJ0010200,2010,burglary,NJ,48,492
278,NJ0010200,2011,burglary,NJ,63,573
279,NJ0010200,2012,burglary,NJ,30,481
280,NM0010000,2009,burglary,NM,66,863
281,NM0010000,2010,burglary,NM,64,902
282,NM0010000,2011,burglary,NM,80,882
283,NM0010000,2012,burglary,NM,89,908
284,NM0010000,2013,burglary,NM,88,941
285,NM0010000,2014,burglary,NM,67,755
286,NM0010000,2015,burglary,NM,53,832
287,NM0010000,2016,burglary,NM,67,909
288,NM0010100,2009,burglary,NM,567,6376
289,NM0010100,2010,burglary,NM,561,5465
290,NM0010100,2011,burglary,NM,621,5985
291,NM0010100,2012,burglary,NM,737,6677
292,NM0010100,2013,burglary,NM,959,7297
293,NM0010100,2014,burglary,NM,826,6123
294,NM0010100,2015,burglary,NM,551,5996
295,NM0010100,2016,burglary,NM,470,6236
296,NM0010200,2009,burglary,NM,7,59
297,NM0010200,2010,burglary,NM,3,39
298,NM0010200,2011,burglary,NM,1,19
299,NM0010200,2012,burglary,NM,0,18
300,NY0010000,2009,burglary,NY,9,30
301,NY0010000,2010,burglary,NY,3,21
302,NY0010000,2011,burglary,NY,9,42
303,NY0010000,2012,burglary,NY,11,35
304,NY0010000,2013,burglary,NY,4,39
305,NY0010000,2014,burglary,NY,1,19
306,NY0010000,2015,burglary,NY,7,34
307,NY0010000,2016,burglary,NY,7,24
308,NY0010100,2009,burglary,NY,119,876
309,NY0010100,2010,burglary,NY,132,926
310,NY0010100,2011,burglary,NY,121,895
311,NY0010100,2012,burglary,NY,140,887
312,NY0010100,2013,burglary,NY,125,705
313,NY0010100,2014,burglary,NY,130,681
314,NY0010100,2015,burglary,NY,112,470
315,NY0010100,2016,burglary,NY,78,491
316,NY0010200,2009,burglary,NY,27,93
317,NY0010200,2010,burglary,NY,25,92
318,NY0010200,2011,burglary,NY,31,109
319,NY0010200,2012,burglary,NY,19,91
320,NC0010000,2009,burglary,NC,124,462
321,NC0010000,2010,burglary,NC,101,446
322,NC0010000,2011,burglary,NC,83,409
323,NC0010000,2012,burglary,NC,93,429
324,NC0010000,2013,burglary,NC,89,429
325,NC0010000,2014,burglary,NC,121,505
326,NC0010000,2015,burglary,NC,89,416
327,NC0010000,2016,burglary,NC,80,328
328,NC0010100,2009,burglary,NC,140,794
329,NC0010100,2010,burglary,NC,122,794
330,NC0010100,2011,burglary,NC,140,880
331,NC0010100,2012,burglary,NC,138,671
332,NC0010100,2013,burglary,NC,80,546
333,NC0010100,2014,burglary,NC,61,460
334,NC0010100,2015,burglary,NC,55,431
335,NC0010100,2016,burglary,NC,73,430
336,NC0010200,2009,burglary,NC,5,35
337,NC0010200,2010,burglary,NC,10,41
338,NC0010200,2011,burglary,NC,28,59
339,NC0010200,2012,burglary,NC,5,22
340,ND0010000,2009,burglary,ND,1,5
341,ND0010000,2010,burglary,ND,1,5
342,ND0010000,2011,burglary,ND,1,11
343,ND0010000,2012,burglary,ND,1,7
344,ND0010000,2013,burglary,ND,1,2
345,ND0010000,2014,burglary,ND,0,4
346,ND0010000,2015,burglary,ND,0,1
347,ND0010000,2016,burglary,ND,0,1
348,ND0020000,2009,burglary,ND,1,3
349,ND0020000,2010,burglary,ND,0,2
350,ND0020000,2011,burglary,ND,1,10
351,ND0020000,2012,burglary,ND,1,11
352,ND0020000,2013,burglary,ND,1,9
353,ND0020000,2014,burglary,ND,0,9
354,ND0020000,2015,burglary,ND,1,9
355,ND0020000,2016,burglary,ND,15,32
356,ND0020100,2009,burglary,ND,2,14
357,ND0020100,2010,burglary,ND,1,20
358,ND0020100,2011,burglary,ND,1,14
359,ND0020100,2012,burglary,ND,5,26
360,OH0010000,2009,burglary,OH,9,68
361,OH0010000,2010,burglary,OH,7,25
362,OH0010000,2011,burglary,OH,3,11
363,OH0010000,2012,burglary,OH,15,197
364,OH0010000,2013,burglary,OH,8,119
365,OH0010000,2014,burglary,OH,3,113
366,OH0010000,2015,burglary,OH,6,75
367,OH0010000,2016,burglary,OH,2,57
368,OH0010200,2009,burglary,OH,0,1
369,OH0010200,2010,burglary,OH,0,4
370,OH0010200,2011,burglary,OH,1,13
371,OH0010200,2012,burglary,OH,1,12
372,OH0010200,2013,burglary,OH,0,1
373,OH0010200,2014,burglary,OH,1,3
374,OH0010200,2015,burglary,OH,0,5
375,OH0010200,2016,burglary,OH,0,4
376,OH0010300,2009,burglary,OH,4,48
377,OH0010300,2010,burglary,OH,3,53
378,OH0010300,2011,burglary,OH,1,4
379,OH0010300,2012,burglary,OH,0,0
380,OK0010000,2009,burglary,OK,5,104
381,OK0010000,2010,burglary,OK,9,121
382,OK0010000,2011,burglary,OK,3,123
383,OK0010000,2012,burglary,OK,8,107
384,OK0010000,2013,burglary,OK,0,60
385,OK0010000,2014,burglary,OK,2,44
386,OK0010000,2015,burglary,OK,5,72
387,OK0010000,2016,burglary,OK,0,88
388,OK0010100,2009,burglary,OK,2,7
389,OK0010100,2010,burglary,OK,1,16
390,OK0010100,2011,burglary,OK,1,15
391,OK0010100,2012,burglary,OK,4,34
392,OK0010100,2013,burglary,OK,4,28
393,OK0010100,2014,burglary,OK,1,16
394,OK0010100,2015,burglary,OK,2,31
395,OK0010100,2016,burglary,OK,12,55
396,OK0010200,2009,burglary,OK,2,14
397,OK0010200,2010,burglary,OK,1,15
398,OK0010200,2011,burglary,OK,2,5
399,OK0010200,2012,burglary,OK,2,15
400,NB0010000,2009,larceny,NE,2,71
401,NB0010000,2010,larceny,NE,1,66
402,NB0010000,2011,larceny,NE,3,110
403,NB0010000,2012,larceny,NE,5,83
404,NB0010000,2013,larceny,NE,4,68
405,NB0010000,2014,larceny,NE,0,56
406,NB0010000,2015,larceny,NE,1,55
407,NB0010000,2016,larceny,NE,3,48
408,NB0010100,2009,larceny,NE,112,665
409,NB0010100,2010,larceny,NE,106,630
410,NB0010100,2011,larceny,NE,169,740
411,NB0010100,2012,larceny,NE,137,726
412,NB0010100,2013,larceny,NE,164,686
413,NB0010100,2014,larceny,NE,217,756
414,NB0010100,2015,larceny,NE,146,640
415,NB0010100,2016,larceny,NE,175,738
416,NB0020000,2009,larceny,NE,0,8
417,NB0020000,2010,larceny,NE,0,15
418,NB0020000,2011,larceny,NE,1,15
419,NB0020000,2012,larceny,NE,0,10
420,NV0010000,2009,larceny,NV,38,113
421,NV0010000,2010,larceny,NV,34,92
422,NV0010000,2011,larceny,NV,62,152
423,NV0010000,2012,larceny,NV,40,107
424,NV0010000,2013,larceny,NV,25,102
425,NV0010000,2014,larceny,NV,26,140
426,NV0010000,2015,larceny,NV,37,115
427,NV0010000,2016,larceny,NV,30,108
428,NV0010100,2009,larceny,NV,72,268
429,NV0010100,2010,larceny,NV,57,256
430,NV0010100,2011,larceny,NV,59,281
431,NV0010100,2012,larceny,NV,64,278
432,NV0010100,2013,larceny,NV,70,285
433,NV0010100,2014,larceny,NV,153,384
434,NV0010100,2015,larceny,NV,149,288
435,NV0010100,2016,larceny,NV,142,208
436,NV0020100,2009,larceny,NV,7934,25229
437,NV0020100,2010,larceny,NV,7014,22231
438,NV0020100,2011,larceny,NV,5080,21977
439,NV0020100,2012,larceny,NV,6445,25522
440,NH0010000,2009,larceny,NH,0,0
441,NH0010000,2010,larceny,NH,0,0
442,NH0010000,2011,larceny,NH,0,0
443,NH0010000,2012,larceny,NH,0,0
444,NH0010000,2013,larceny,NH,0,0
445,NH0010000,2014,larceny,NH,0,0
446,NH0010000,2015,larceny,NH,0,0
447,NH0010000,2016,larceny,NH,0,0
448,NH001010X,2009,larceny,NH,0,0
449,NH001010X,2010,larceny,NH,0,0
450,NH001010X,2011,larceny,NH,0,0
451,NH001010X,2012,larceny,NH,0,0
452,NH001010X,2013,larceny,NH,0,0
453,NH001010X,2014,larceny,NH,1,2
454,NH001010X,2015,larceny,NH,0,1
455,NH001010X,2016,larceny,NH,0,1
456,NH0010200,2009,larceny,NH,3,37
457,NH0010200,2010,larceny,NH,2,52
458,NH0010200,2011,larceny,NH,6,91
459,NH0010200,2012,larceny,NH,6,75
460,NJ0010000,2009,larceny,NJ,0,0
461,NJ0010000,2010,larceny,NJ,0,0
462,NJ0010000,2011,larceny,NJ,0,0
463,NJ0010000,2012,larceny,NJ,0,0
464,NJ0010000,2013,larceny,NJ,0,0
465,NJ0010000,2014,larceny,NJ,0,0
466,NJ0010000,2015,larceny,NJ,0,0
467,NJ0010000,2016,larceny,NJ,0,0
468,NJ0010100,2009,larceny,NJ,11,157
469,NJ0010100,2010,larceny,NJ,22,175
470,NJ0010100,2011,larceny,NJ,12,158
471,NJ0010100,2012,larceny,NJ,6,148
472,NJ0010100,2013,larceny,NJ,26,169
473,NJ0010100,2014,larceny,NJ,53,197
474,NJ0010100,2015,larceny,NJ,48,181
475,NJ0010100,2016,larceny,NJ,53,203
476,NJ0010200,2009,larceny,NJ,332,1987
477,NJ0010200,2010,larceny,NJ,261,2344
478,NJ0010200,2011,larceny,NJ,285,2261
479,NJ0010200,2012,larceny,NJ,273,1884
480,NM0010000,2009,larceny,NM,178,1182
481,NM0010000,2010,larceny,NM,145,1338
482,NM0010000,2011,larceny,NM,185,1317
483,NM0010000,2012,larceny,NM,150,1307
484,NM0010000,2013,larceny,NM,157,1130
485,NM0010000,2014,larceny,NM,143,1114
486,NM0010000,2015,larceny,NM,121,1312
487,NM0010000,2016,larceny,NM,168,1452
488,NM0010100,2009,larceny,NM,4465,19365
489,NM0010100,2010,larceny,NM,4193,18134
490,NM0010100,2011,larceny,NM,4618,19168
491,NM0010100,2012,larceny,NM,4594,20298
492,NM0010100,2013,larceny,NM,5051,20229
493,NM0010100,2014,larceny,NM,4622,20756
494,NM0010100,2015,larceny,NM,4413,22818
495,NM0010100,2016,larceny,NM,3828,24582
496,NM0010200,2009,larceny,NM,13,537
497,NM0010200,2010,larceny,NM,12,640
498,NM0010200,2011,larceny,NM,5,566
499,NM0010200,2012,larceny,NM,1,335
500,NY0010000,2009,larceny,NY,45,132
501,NY0010000,2010,larceny,NY,52,121
502,NY0010000,2011,larceny,NY,44,130
503,NY0010000,2012,larceny,NY,44,124
504,NY0010000,2013,larceny,NY,32,99
505,NY0010000,2014,larceny,NY,31,90
506,NY0010000,2015,larceny,NY,20,72
507,NY0010000,2016,larceny,NY,55,124
508,NY0010100,2009,larceny,NY,353,3149
509,NY0010100,2010,larceny,NY,382,3488
510,NY0010100,2011,larceny,NY,357,3514
511,NY0010100,2012,larceny,NY,346,3299
512,NY0010100,2013,larceny,NY,299,3243
513,NY0010100,2014,larceny,NY,378,3073
514,NY0010100,2015,larceny,NY,387,2637
515,NY0010100,2016,larceny,NY,450,2869
516,NY0010200,2009,larceny,NY,98,226
517,NY0010200,2010,larceny,NY,52,195
518,NY0010200,2011,larceny,NY,47,172
519,NY0010200,2012,larceny,NY,37,196
520,NC0010000,2009,larceny,NC,160,538
521,NC0010000,2010,larceny,NC,151,583
522,NC0010000,2011,larceny,NC,139,596
523,NC0010000,2012,larceny,NC,164,526
524,NC0010000,2013,larceny,NC,127,441
525,NC0010000,2014,larceny,NC,123,403
526,NC0010000,2015,larceny,NC,125,381
527,NC0010000,2016,larceny,NC,107,372
528,NC0010100,2009,larceny,NC,731,2425
529,NC0010100,2010,larceny,NC,811,2599
530,NC0010100,2011,larceny,NC,802,2668
531,NC0010100,2012,larceny,NC,680,1998
532,NC0010100,2013,larceny,NC,768,1977
533,NC0010100,2014,larceny,NC,463,1506
534,NC0010100,2015,larceny,NC,356,1361
535,NC0010100,2016,larceny,NC,336,1309
536,NC0010200,2009,larceny,NC,26,74
537,NC0010200,2010,larceny,NC,27,90
538,NC0010200,2011,larceny,NC,40,89
539,NC0010200,2012,larceny,NC,20,75
540,ND0010000,2009,larceny,ND,1,3
541,ND0010000,2010,larceny,ND,0,5
542,ND0010000,2011,larceny,ND,0,7
543,ND0010000,2012,larceny,ND,0,5
544,ND0010000,2013,larceny,ND,1,7
545,ND0010000,2014,larceny,ND,0,3
546,ND0010000,2015,larceny,ND,0,6
547,ND0010000,2016,larceny,ND,0,4
548,ND0020000,2009,larceny,ND,0,8
549,ND0020000,2010,larceny,ND,0,13
550,ND0020000,2011,larceny,ND,2,30
551,ND0020000,2012,larceny,ND,0,25
552,ND0020000,2013,larceny,ND,1,19
553,ND0020000,2014,larceny,ND,1,24
554,ND0020000,2015,larceny,ND,1,18
555,ND0020000,2016,larceny,ND,2,21
556,ND0020100,2009,larceny,ND,3,39
557,ND0020100,2010,larceny,ND,9,54
558,ND0020100,2011,larceny,ND,5,46
559,ND0020100,2012,larceny,ND,12,100
560,OH0010000,2009,larceny,OH,7,94
561,OH0010000,2010,larceny,OH,6,53
562,OH0010000,2011,larceny,OH,1,23
563,OH0010000,2012,larceny,OH,22,213
564,OH0010000,2013,larceny,OH,4,176
565,OH0010000,2014,larceny,OH,3,149
566,OH0010000,2015,larceny,OH,4,120
567,OH0010000,2016,larceny,OH,4,84
568,OH0010200,2009,larceny,OH,0,1
569,OH0010200,2010,larceny,OH,0,0
570,OH0010200,2011,larceny,OH,1,32
571,OH0010200,2012,larceny,OH,0,31
572,OH0010200,2013,larceny,OH,0,5
573,OH0010200,2014,larceny,OH,2,7
574,OH0010200,2015,larceny,OH,1,8
575,OH0010200,2016,larceny,OH,0,2
576,OH0010300,2009,larceny,OH,17,116
577,OH0010300,2010,larceny,OH,46,120
578,OH0010300,2011,larceny,OH,2,6
579,OH0010300,2012,larceny,OH,0,0
580,OK0010000,2009,larceny,OK,3,100
581,OK0010000,2010,larceny,OK,0,83
582,OK0010000,2011,larceny,OK,3,131
583,OK0010000,2012,larceny,OK,0,97
584,OK0010000,2013,larceny,OK,2,71
585,OK0010000,2014,larceny,OK,1,102
586,OK0010000,2015,larceny,OK,3,117
587,OK0010000,2016,larceny,OK,2,104
